Farm_ID,Year,State,Crop_Type,Season,Area_Planted_Hectares,Avg_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_pH,Nitrogen_Content_ppm,Phosphorus_Content_ppm,Potassium_Content_ppm,Organic_Matter_Percent,Soil_Quality_Score,Fertilizer_Used_kg_per_hectare,Fertilizer_Type,Pesticide_Used_kg_per_hectare,Irrigation_Type,Irrigation_Frequency_per_month,Seed_Variety,Yield_per_Hectare_tons,Total_Yield_tons
IND_HAR_0130,2022,Haryana,Cotton,Kharif,13.5,17.0,625.2,53.5,6.5,29.2,12.4,154.3,4.1,8.4,109.9,Organic,6.5,Drip,18,Hybrid,0.34,4.59
IND_PUN_0131,2022,Punjab,Cotton,Kharif,11.53,25.8,599.1,59.2,7.5,26.0,16.6,190.2,2.9,6.5,156.8,Organic,4.7,Canal,22,Traditional,0.54,6.23
IND_HAR_0132,2020,Haryana,Wheat,Rabi,12.32,32.0,488.6,60.7,8.0,40.8,13.2,127.5,3.6,7.6,103.9,Urea,3.2,Rain-fed,0,High Yielding Variety,2.07,25.5
IND_WES_0133,2021,West Bengal,Maize,Kharif,7.13,23.1,1905.9,66.5,7.2,51.9,19.4,165.8,2.0,8.3,112.5,Organic,12.9,Sprinkler,33,Hybrid,2.37,16.9
IND_MAD_0134,2022,Madhya Pradesh,Cotton,Kharif,8.18,35.3,1134.2,61.9,6.9,39.1,17.6,155.9,3.9,6.1,165.6,DAP,14.6,Drip,16,Traditional,0.16,1.31
IND_TAM_0135,2020,Tamil Nadu,Sugarcane,Annual,0.5,32.4,1214.1,70.1,6.3,28.9,26.7,169.1,2.6,6.7,104.3,Urea,3.4,Drip,32,Traditional,69.91,34.96
IND_AND_0136,2021,Andhra Pradesh,Rice,Kharif,2.36,35.7,872.6,83.0,6.8,39.8,19.8,118.4,3.1,5.9,167.5,NPK,5.7,Tube well,8,High Yielding Variety,1.35,3.19
IND_WES_0137,2018,West Bengal,Maize,Kharif,3.57,25.0,1869.6,72.9,8.0,18.8,21.0,217.9,2.0,7.0,140.6,Mixed,8.9,Rain-fed,0,Hybrid,1.43,5.11
IND_WES_0138,2020,West Bengal,Maize,Kharif,3.98,32.2,1732.0,78.3,7.0,43.1,35.2,145.4,2.0,9.1,115.2,NPK,0.0,Rain-fed,0,High Yielding Variety,1.24,4.94
IND_UTT_0139,2020,Uttar Pradesh,Peas,Rabi,1.93,32.8,1150.8,59.1,7.8,29.8,24.1,140.9,3.4,8.2,82.6,Urea,13.4,Rain-fed,0,High Yielding Variety,0.25,0.48
IND_UTT_0140,2022,Uttar Pradesh,Rice,Kharif,4.62,35.5,667.5,63.7,8.5,32.3,17.2,149.3,2.6,8.5,55.3,DAP,2.7,Tube well,16,High Yielding Variety,0.87,4.02
IND_BIH_0141,2023,Bihar,Rice,Kharif,4.9,36.1,1092.7,77.1,7.1,33.0,20.6,190.7,2.1,7.9,159.0,Organic,10.5,Sprinkler,26,High Yielding Variety,2.14,10.49
IND_GUJ_0142,2023,Gujarat,Cotton,Kharif,5.0,31.4,558.3,53.5,5.6,41.1,31.0,145.2,3.6,9.3,172.6,Organic,16.2,Rain-fed,0,Traditional,0.45,2.25
IND_MAD_0143,2021,Madhya Pradesh,Maize,Kharif,3.15,20.5,830.7,44.0,8.5,32.9,21.0,169.3,2.8,9.3,95.1,Urea,9.0,Rain-fed,0,Desi,0.93,2.93
IND_TAM_0144,2018,Tamil Nadu,Millets,Kharif,0.5,32.1,822.8,71.6,6.6,18.1,19.3,97.3,3.4,7.2,61.7,Mixed,6.5,Rain-fed,0,Traditional,0.26,0.13
IND_UTT_0145,2022,Uttar Pradesh,Sugarcane,Annual,3.64,28.3,776.1,73.4,7.1,43.1,21.7,123.7,2.5,6.5,163.0,Organic,8.1,Drip,27,Traditional,69.17,251.78
IND_GUJ_0146,2023,Gujarat,Cotton,Kharif,2.88,41.8,378.9,52.9,5.8,13.4,7.3,159.3,3.2,5.5,155.8,DAP,5.6,Tube well,21,Desi,0.13,0.37
IND_AND_0147,2021,Andhra Pradesh,Sugarcane,Annual,6.22,26.1,730.3,82.2,5.3,26.4,18.3,115.4,2.7,7.4,111.0,NPK,4.7,Canal,18,Desi,36.08,224.42
IND_MAD_0148,2023,Madhya Pradesh,Rice,Kharif,3.88,34.3,817.2,59.0,7.2,43.5,21.9,183.4,3.0,6.6,134.5,Urea,2.3,Rain-fed,0,High Yielding Variety,0.86,3.34
IND_HAR_0149,2023,Haryana,Wheat,Rabi,7.87,21.9,520.1,57.9,6.7,36.1,21.3,114.0,3.8,7.0,158.8,Mixed,10.1,Tube well,25,High Yielding Variety,3.84,30.22
IND_GUJ_0150,2021,Gujarat,Cotton,Kharif,6.55,34.8,465.2,70.0,6.6,51.7,18.0,160.1,3.0,7.2,152.4,Mixed,12.0,Sprinkler,16,Traditional,0.2,1.31
IND_MAH_0151,2019,Maharashtra,Sugarcane,Annual,5.61,34.1,950.7,43.4,6.2,30.1,11.2,142.5,2.6,8.1,172.4,Mixed,15.0,Tube well,11,Traditional,42.92,240.78
IND_KAR_0152,2022,Karnataka,Sugarcane,Annual,2.58,27.3,849.0,82.7,8.5,20.2,15.3,149.1,3.0,6.0,137.0,Mixed,5.6,Sprinkler,32,High Yielding Variety,49.1,126.68
IND_MAD_0153,2018,Madhya Pradesh,Sugarcane,Annual,4.09,27.2,623.4,60.1,7.1,30.6,17.9,206.0,3.2,6.9,147.9,Urea,6.3,Drip,25,Traditional,40.72,166.54
IND_UTT_0154,2023,Uttar Pradesh,Peas,Rabi,3.74,37.7,773.0,58.9,7.6,16.1,11.0,108.2,2.9,9.6,209.3,Mixed,11.2,Tube well,8,High Yielding Variety,0.72,2.69
IND_WES_0155,2020,West Bengal,Wheat,Rabi,0.5,25.4,1355.7,70.7,7.0,29.3,5.0,176.2,1.9,8.1,203.0,Urea,3.4,Drip,25,High Yielding Variety,1.28,0.64
IND_UTT_0156,2023,Uttar Pradesh,Wheat,Rabi,2.43,37.9,1128.2,71.0,8.5,20.2,24.0,133.7,2.7,10.0,59.9,Mixed,9.3,Sprinkler,28,Desi,1.18,2.87
IND_TAM_0157,2022,Tamil Nadu,Sugarcane,Annual,5.17,27.0,1195.3,75.8,7.4,30.9,25.0,137.1,3.1,7.1,165.0,Mixed,7.7,Sprinkler,18,Traditional,55.04,284.56
IND_TAM_0158,2018,Tamil Nadu,Cotton,Kharif,5.52,29.3,901.6,70.2,8.4,9.4,45.1,187.0,3.0,7.0,131.4,NPK,10.6,Canal,8,Hybrid,0.46,2.54
IND_WES_0159,2020,West Bengal,Mustard,Rabi,4.11,24.6,1287.4,75.7,7.0,48.6,24.7,47.1,3.3,8.0,119.3,DAP,6.1,Canal,23,Desi,0.56,2.3
IND_UTT_0160,2022,Uttar Pradesh,Rice,Kharif,4.9,31.9,680.7,50.3,6.0,27.5,26.9,183.4,3.2,8.4,140.6,Urea,4.8,Drip,17,Desi,1.64,8.04
IND_AND_0161,2020,Andhra Pradesh,Rice,Kharif,4.6,35.9,959.7,81.0,7.5,47.8,19.8,119.1,2.7,6.4,93.0,NPK,7.3,Sprinkler,35,Desi,0.84,3.86
IND_HAR_0162,2019,Haryana,Cotton,Kharif,6.77,32.2,681.7,41.1,7.4,35.0,13.5,173.1,3.6,6.1,89.5,Organic,4.2,Sprinkler,26,High Yielding Variety,0.43,2.91
IND_HAR_0163,2022,Haryana,Sugarcane,Annual,11.32,22.4,516.8,58.1,7.8,20.1,20.5,159.7,3.9,6.4,20.0,NPK,8.9,Drip,25,Hybrid,31.93,361.45
IND_UTT_0164,2022,Uttar Pradesh,Wheat,Rabi,5.48,19.4,1009.6,68.1,6.3,40.7,24.0,187.1,5.0,8.0,99.6,DAP,7.9,Drip,26,Hybrid,1.45,7.95
IND_HAR_0165,2019,Haryana,Rice,Kharif,5.22,28.6,369.0,55.9,6.5,48.5,20.0,149.7,2.5,8.2,153.0,Organic,3.7,Canal,13,Desi,1.45,7.57
IND_RAJ_0166,2023,Rajasthan,Jowar,Kharif,2.39,25.8,271.7,55.2,8.0,38.2,21.5,179.8,2.7,7.3,115.9,NPK,9.3,Rain-fed,0,Traditional,0.26,0.62
IND_UTT_0167,2021,Uttar Pradesh,Potato,Rabi,0.5,30.7,1022.3,58.7,8.1,49.8,20.7,156.9,2.3,7.1,144.6,NPK,14.0,Drip,33,High Yielding Variety,9.65,4.82
IND_GUJ_0168,2021,Gujarat,Rice,Kharif,2.1,41.0,600.2,45.6,5.1,28.4,10.2,132.2,2.7,6.9,178.1,Urea,9.6,Drip,24,High Yielding Variety,1.2,2.52
IND_RAJ_0169,2021,Rajasthan,Mustard,Rabi,4.24,29.2,546.1,48.6,7.8,22.1,7.6,178.6,3.1,5.7,85.2,NPK,13.6,Canal,22,Hybrid,0.2,0.85
IND_RAJ_0170,2018,Rajasthan,Barley,Rabi,6.29,36.4,239.6,56.7,7.7,28.5,18.7,151.4,2.0,7.7,99.5,Urea,6.9,Drip,17,Hybrid,0.53,3.33
IND_WES_0171,2022,West Bengal,Mustard,Rabi,0.5,28.9,1676.1,73.5,7.2,31.8,20.2,169.1,1.9,9.1,148.6,NPK,11.6,Tube well,19,Traditional,0.53,0.26
IND_AND_0172,2023,Andhra Pradesh,Groundnut,Kharif,3.04,26.3,510.2,80.4,7.7,30.8,15.4,153.6,4.0,5.8,61.3,Urea,8.8,Drip,17,Traditional,0.79,2.4
IND_GUJ_0173,2020,Gujarat,Wheat,Rabi,3.35,37.2,574.8,62.4,5.8,25.1,19.2,92.5,2.7,9.4,120.8,Mixed,9.2,Tube well,18,High Yielding Variety,2.0,6.7
IND_MAD_0174,2020,Madhya Pradesh,Soybean,Kharif,1.77,22.7,684.5,72.8,7.7,21.7,22.0,167.4,3.7,9.2,79.4,DAP,3.9,Rain-fed,0,Desi,0.43,0.76
IND_RAJ_0175,2020,Rajasthan,Cotton,Kharif,2.53,29.1,550.6,64.7,6.9,36.8,13.3,223.1,1.5,7.0,200.9,Organic,8.0,Drip,19,High Yielding Variety,0.45,1.14
IND_GUJ_0176,2020,Gujarat,Wheat,Rabi,2.29,37.8,575.8,37.9,8.5,17.9,17.9,135.0,3.3,5.5,138.5,DAP,18.1,Tube well,18,Desi,0.91,2.08
IND_WES_0177,2018,West Bengal,Maize,Kharif,3.38,34.8,1352.1,69.7,7.6,35.2,14.9,167.1,4.2,7.6,148.8,NPK,1.5,Canal,24,High Yielding Variety,1.04,3.52
IND_RAJ_0178,2019,Rajasthan,Mustard,Rabi,3.94,32.0,497.2,56.9,7.2,20.0,24.8,180.9,2.4,6.2,130.6,Organic,5.8,Tube well,22,High Yielding Variety,0.42,1.65
IND_KAR_0179,2021,Karnataka,Cotton,Kharif,7.2,23.5,831.1,73.0,7.9,32.8,14.8,196.2,3.9,6.3,45.3,NPK,13.0,Sprinkler,22,Hybrid,0.18,1.3
IND_TAM_0180,2020,Tamil Nadu,Maize,Kharif,4.58,33.5,979.3,65.3,7.9,35.2,12.4,135.8,3.3,7.2,143.4,Organic,17.9,Sprinkler,29,Traditional,0.7,3.21
IND_GUJ_0181,2019,Gujarat,Groundnut,Kharif,6.23,26.2,511.8,61.0,7.0,46.1,19.0,202.9,1.6,7.4,69.9,NPK,9.8,Rain-fed,0,Hybrid,0.93,5.79
IND_PUN_0182,2022,Punjab,Cotton,Kharif,6.32,19.1,428.5,35.0,7.4,40.2,23.2,193.3,1.9,9.0,167.7,NPK,0.0,Rain-fed,0,High Yielding Variety,0.3,1.9
IND_HAR_0183,2021,Haryana,Mustard,Rabi,5.98,18.6,617.9,59.2,6.6,35.4,11.3,112.0,3.3,6.6,146.7,Organic,10.3,Rain-fed,0,Hybrid,0.35,2.09
IND_HAR_0184,2021,Haryana,Barley,Rabi,5.29,22.5,599.4,55.4,7.6,44.4,18.0,129.1,3.9,10.0,159.2,Organic,8.4,Rain-fed,0,High Yielding Variety,0.98,5.18
IND_PUN_0185,2019,Punjab,Cotton,Kharif,4.68,30.6,633.5,65.2,7.8,17.0,28.4,115.1,2.5,8.5,199.8,Urea,23.5,Canal,19,Hybrid,1.01,4.73
IND_KAR_0186,2023,Karnataka,Groundnut,Kharif,2.63,32.8,1157.8,72.4,8.5,37.8,24.0,173.3,3.1,8.0,95.3,NPK,5.2,Tube well,12,High Yielding Variety,0.49,1.29
IND_TAM_0187,2023,Tamil Nadu,Sugarcane,Annual,3.88,35.9,1081.0,81.2,7.2,43.0,11.3,136.5,3.4,8.1,108.2,NPK,7.6,Canal,10,High Yielding Variety,37.67,146.16
IND_WES_0188,2018,West Bengal,Mustard,Rabi,2.29,31.2,1853.7,79.0,7.2,35.1,14.7,174.5,3.1,8.4,99.0,NPK,0.0,Rain-fed,0,Hybrid,0.4,0.92
IND_HAR_0189,2023,Haryana,Sugarcane,Annual,6.08,21.8,655.0,51.4,8.2,42.4,25.5,102.2,3.8,8.3,105.2,Organic,8.7,Sprinkler,17,High Yielding Variety,30.55,185.74
IND_RAJ_0190,2023,Rajasthan,Barley,Rabi,3.82,24.2,308.8,44.8,8.2,27.4,32.3,131.2,1.4,5.5,169.4,DAP,7.2,Sprinkler,15,Traditional,0.6,2.29
IND_RAJ_0191,2022,Rajasthan,Wheat,Rabi,3.32,35.1,434.5,65.0,6.9,19.1,16.7,159.1,2.0,5.7,133.8,Mixed,7.8,Rain-fed,0,High Yielding Variety,0.9,2.99
IND_GUJ_0192,2021,Gujarat,Cotton,Kharif,1.48,23.9,882.4,57.7,6.4,45.7,28.3,85.4,2.1,5.6,94.0,Organic,7.6,Rain-fed,0,High Yielding Variety,0.12,0.18
IND_KAR_0193,2020,Karnataka,Rice,Kharif,1.16,30.5,1374.8,67.0,6.6,37.1,15.6,140.5,4.1,8.6,68.0,DAP,12.1,Rain-fed,0,Traditional,1.38,1.6
IND_BIH_0194,2022,Bihar,Rice,Kharif,0.7,32.7,1305.0,48.8,6.4,47.2,22.2,169.3,3.1,8.1,66.9,DAP,13.2,Rain-fed,0,Traditional,1.34,0.94
IND_PUN_0195,2023,Punjab,Cotton,Kharif,7.08,26.7,501.2,59.6,7.7,34.3,29.0,138.3,3.3,7.0,119.1,DAP,7.1,Sprinkler,30,Hybrid,0.47,3.33
IND_HAR_0196,2018,Haryana,Mustard,Rabi,6.52,34.3,501.9,55.6,5.8,56.0,31.1,104.8,3.4,7.4,130.5,NPK,9.5,Canal,14,High Yielding Variety,0.71,4.63
IND_MAH_0197,2020,Maharashtra,Wheat,Rabi,1.43,25.4,598.0,53.1,7.1,26.4,25.5,202.1,2.3,7.5,140.0,Urea,10.4,Tube well,17,Traditional,1.94,2.77
IND_MAD_0198,2020,Madhya Pradesh,Wheat,Rabi,4.49,22.8,970.1,68.7,8.0,25.8,20.3,173.9,2.6,8.6,214.6,NPK,4.1,Sprinkler,29,Desi,1.29,5.79
IND_UTT_0199,2020,Uttar Pradesh,Potato,Rabi,3.61,33.7,872.6,67.2,6.0,43.3,15.2,210.2,4.4,6.6,98.0,Urea,12.3,Rain-fed,0,Traditional,3.89,14.04
IND_BIH_0200,2022,Bihar,Sugarcane,Annual,2.91,25.4,1251.3,59.9,6.6,29.1,31.5,106.0,3.5,7.3,108.8,Mixed,12.0,Rain-fed,0,Hybrid,48.95,142.44
IND_MAH_0201,2020,Maharashtra,Cotton,Kharif,4.14,22.2,631.3,69.7,6.2,25.1,43.6,193.6,1.7,5.6,139.3,DAP,10.7,Drip,29,Desi,0.24,0.99
IND_BIH_0202,2018,Bihar,Sugarcane,Annual,2.49,37.2,1163.4,60.9,5.2,32.2,13.2,156.1,5.2,8.0,107.5,Mixed,12.6,Rain-fed,0,Traditional,31.85,79.31
IND_AND_0203,2018,Andhra Pradesh,Rice,Kharif,3.84,31.9,866.3,79.9,7.6,23.9,24.4,117.8,2.5,6.9,159.0,Urea,12.6,Sprinkler,26,Hybrid,1.51,5.8
IND_UTT_0204,2021,Uttar Pradesh,Peas,Rabi,3.11,19.7,611.5,52.9,6.1,32.4,17.5,234.9,3.1,5.8,97.4,NPK,13.1,Canal,15,Traditional,0.51,1.59
IND_AND_0205,2022,Andhra Pradesh,Maize,Kharif,0.5,33.7,917.9,60.0,6.4,41.4,5.0,150.1,3.1,8.4,79.4,Organic,8.4,Sprinkler,26,Traditional,0.88,0.44
IND_HAR_0206,2021,Haryana,Cotton,Kharif,9.02,22.7,400.0,50.0,7.8,45.3,18.1,151.3,1.6,7.6,118.0,Urea,21.1,Drip,22,High Yielding Variety,0.24,2.16
IND_BIH_0207,2022,Bihar,Sugarcane,Annual,5.93,24.6,1005.0,70.0,7.5,56.1,23.0,163.6,2.8,9.1,163.9,Mixed,4.9,Drip,29,Hybrid,65.65,389.3
IND_MAH_0208,2019,Maharashtra,Wheat,Rabi,2.59,37.1,1106.0,52.0,7.1,49.8,16.3,148.5,2.8,8.2,30.1,Organic,5.0,Canal,22,Hybrid,0.87,2.25
IND_HAR_0209,2023,Haryana,Mustard,Rabi,12.8,24.7,699.0,55.1,5.5,42.4,14.9,108.4,2.3,7.8,95.8,NPK,0.0,Canal,25,Traditional,0.56,7.17
IND_UTT_0210,2023,Uttar Pradesh,Peas,Rabi,5.55,32.2,605.0,66.5,6.2,32.6,19.9,171.0,3.3,6.6,123.3,Urea,10.3,Drip,31,Hybrid,0.48,2.66
IND_WES_0211,2021,West Bengal,Maize,Kharif,4.41,32.4,1614.4,81.3,7.6,24.7,31.2,174.4,2.4,7.2,131.9,Mixed,10.3,Drip,29,Hybrid,1.34,5.91
IND_HAR_0212,2023,Haryana,Sugarcane,Annual,9.25,27.9,578.9,61.9,8.0,22.6,23.2,213.3,2.6,7.0,93.9,DAP,2.6,Sprinkler,28,High Yielding Variety,41.42,383.14
IND_KAR_0213,2021,Karnataka,Ragi,Kharif,2.26,33.8,1005.6,63.8,6.4,53.2,24.1,186.1,2.3,8.0,76.3,DAP,12.5,Rain-fed,0,Traditional,0.47,1.06
IND_GUJ_0214,2019,Gujarat,Groundnut,Kharif,4.11,27.1,461.7,66.0,6.3,40.6,9.1,179.7,1.8,8.1,145.0,NPK,4.5,Canal,11,Hybrid,1.58,6.49
IND_UTT_0215,2020,Uttar Pradesh,Rice,Kharif,3.52,25.4,859.4,54.6,7.5,16.2,20.8,140.8,3.3,7.1,106.8,Urea,11.7,Rain-fed,0,Traditional,1.16,4.08
IND_MAH_0216,2019,Maharashtra,Soybean,Kharif,3.63,25.0,861.4,67.6,7.8,22.8,18.0,148.6,2.7,7.6,177.3,Mixed,13.4,Canal,24,Hybrid,1.09,3.96
IND_RAJ_0217,2022,Rajasthan,Bajra,Kharif,4.24,37.9,167.5,73.3,7.5,48.1,36.1,185.8,3.0,8.1,125.8,Mixed,8.1,Canal,10,High Yielding Variety,0.3,1.27
IND_MAH_0218,2022,Maharashtra,Wheat,Rabi,6.13,34.1,711.4,65.0,5.9,39.4,5.0,171.9,3.5,6.5,124.9,NPK,17.8,Sprinkler,35,Traditional,0.89,5.46
IND_TAM_0219,2020,Tamil Nadu,Groundnut,Kharif,0.88,39.1,883.7,86.9,8.5,35.0,28.1,197.0,2.2,6.5,169.2,Organic,16.4,Canal,13,Desi,0.48,0.42
IND_TAM_0220,2022,Tamil Nadu,Cotton,Kharif,1.24,31.8,1133.9,72.3,7.5,53.6,26.8,164.5,3.2,7.2,142.3,DAP,0.0,Drip,26,Desi,0.25,0.31
IND_KAR_0221,2020,Karnataka,Rice,Kharif,3.48,25.6,1337.0,65.8,8.5,53.9,16.3,144.7,2.7,6.5,127.8,DAP,4.2,Canal,16,Desi,1.18,4.11
IND_UTT_0222,2021,Uttar Pradesh,Sugarcane,Annual,4.25,35.3,1131.7,66.3,6.5,45.7,14.9,158.9,3.5,7.5,138.2,DAP,5.4,Rain-fed,0,Desi,31.27,132.9
IND_UTT_0223,2023,Uttar Pradesh,Peas,Rabi,2.59,19.4,726.5,52.5,7.0,16.4,16.1,140.0,2.6,7.2,117.5,Organic,10.4,Tube well,23,Desi,0.55,1.42
IND_MAH_0224,2021,Maharashtra,Cotton,Kharif,1.7,26.5,639.5,55.1,6.9,25.8,9.6,134.0,2.9,7.9,97.7,Urea,5.9,Tube well,14,Traditional,0.31,0.53
IND_PUN_0225,2020,Punjab,Sugarcane,Annual,7.87,21.0,625.4,51.5,6.9,38.6,21.5,244.3,3.1,7.0,116.2,NPK,0.0,Canal,21,Hybrid,31.91,251.13
IND_BIH_0226,2020,Bihar,Sugarcane,Annual,1.33,25.5,1411.2,58.8,6.6,55.9,17.4,214.1,3.5,8.2,134.7,NPK,10.0,Canal,25,Hybrid,42.85,56.99
IND_GUJ_0227,2022,Gujarat,Rice,Kharif,2.44,24.3,593.6,68.5,7.2,55.4,30.0,147.8,3.6,7.0,51.8,DAP,3.4,Drip,34,High Yielding Variety,1.36,3.32
IND_HAR_0228,2022,Haryana,Cotton,Kharif,6.9,18.5,418.7,79.0,8.5,61.6,18.7,160.3,1.6,9.8,73.3,DAP,9.1,Rain-fed,0,Hybrid,0.17,1.17
IND_RAJ_0229,2018,Rajasthan,Wheat,Rabi,1.82,21.6,232.3,51.6,6.7,45.0,11.2,157.7,3.8,6.2,91.3,DAP,6.8,Drip,30,Desi,1.06,1.93
IND_RAJ_0230,2020,Rajasthan,Cotton,Kharif,3.39,38.9,228.8,49.0,7.8,39.9,17.5,120.6,2.1,7.4,169.2,DAP,4.8,Rain-fed,0,Traditional,0.1,0.34
IND_AND_0231,2020,Andhra Pradesh,Chillies,Kharif,0.5,25.7,791.7,70.3,6.4,27.0,22.3,143.4,1.0,4.8,95.7,Organic,10.3,Sprinkler,33,Traditional,0.41,0.2
IND_PUN_0232,2021,Punjab,Wheat,Rabi,6.0,26.9,799.8,54.7,8.4,30.4,23.1,154.9,1.1,9.1,128.6,Mixed,10.5,Canal,23,Traditional,2.66,15.96
IND_RAJ_0233,2022,Rajasthan,Wheat,Rabi,0.5,40.2,222.3,77.2,7.2,29.9,15.4,161.5,1.6,7.7,103.4,Urea,2.3,Sprinkler,19,Hybrid,0.82,0.41
IND_RAJ_0234,2019,Rajasthan,Cotton,Kharif,5.51,37.5,206.5,52.7,7.9,43.2,34.8,143.9,3.3,6.9,171.8,Organic,4.4,Drip,28,Hybrid,0.19,1.05
IND_BIH_0235,2023,Bihar,Sugarcane,Annual,2.61,37.3,1333.9,59.4,7.1,37.6,32.6,184.5,3.5,7.1,84.4,Mixed,12.8,Rain-fed,0,Hybrid,30.7,80.13
IND_WES_0236,2022,West Bengal,Wheat,Rabi,5.95,34.9,1449.5,70.2,7.0,15.3,16.9,184.9,2.4,8.6,112.4,Mixed,9.6,Tube well,22,Traditional,0.94,5.59
IND_KAR_0237,2022,Karnataka,Sugarcane,Annual,3.17,25.2,976.8,51.1,8.3,44.3,23.7,203.2,2.0,9.1,157.3,DAP,6.8,Tube well,16,Traditional,74.96,237.62
IND_MAH_0238,2019,Maharashtra,Bajra,Kharif,0.79,25.4,552.5,54.7,6.2,49.7,17.9,162.3,2.3,5.0,130.8,NPK,0.0,Sprinkler,25,Desi,0.32,0.25
IND_GUJ_0239,2020,Gujarat,Sugarcane,Annual,0.5,23.6,369.9,79.9,8.0,36.3,30.1,120.4,3.2,7.6,130.6,DAP,14.4,Sprinkler,27,Traditional,34.99,17.5
IND_MAH_0240,2020,Maharashtra,Cotton,Kharif,3.58,28.0,661.4,58.8,7.3,21.4,39.3,203.1,3.3,7.3,111.5,Organic,3.2,Rain-fed,0,Traditional,0.29,1.04
IND_WES_0241,2022,West Bengal,Potato,Rabi,3.52,25.9,1950.7,65.1,5.5,24.7,16.7,216.1,3.2,6.2,139.4,Urea,0.3,Rain-fed,0,Hybrid,6.74,23.72
IND_RAJ_0242,2019,Rajasthan,Cotton,Kharif,2.06,39.6,364.8,47.1,5.9,28.0,28.3,96.8,0.5,6.3,142.1,Urea,14.0,Tube well,15,High Yielding Variety,0.13,0.27
IND_AND_0243,2018,Andhra Pradesh,Sugarcane,Annual,2.18,32.3,682.0,84.2,7.4,40.4,15.9,151.2,0.8,6.5,138.1,Organic,3.1,Tube well,8,Hybrid,35.99,78.46
IND_MAD_0244,2021,Madhya Pradesh,Sugarcane,Annual,3.89,35.2,641.1,50.4,7.0,42.3,21.3,129.5,3.0,8.2,38.0,NPK,13.8,Rain-fed,0,Traditional,11.66,45.36
IND_MAH_0245,2023,Maharashtra,Cotton,Kharif,3.85,27.5,604.3,72.0,6.9,25.6,33.9,120.0,2.4,7.4,71.9,DAP,6.0,Canal,13,Desi,0.3,1.16
IND_PUN_0246,2021,Punjab,Maize,Kharif,6.67,15.8,567.7,44.9,7.5,56.1,20.1,157.9,3.4,6.7,188.1,NPK,9.0,Drip,16,High Yielding Variety,3.57,23.81
IND_RAJ_0247,2020,Rajasthan,Bajra,Kharif,1.53,36.9,521.0,78.2,7.4,32.0,29.6,154.9,1.2,5.5,112.6,NPK,9.5,Sprinkler,19,Desi,0.25,0.38
IND_WES_0248,2019,West Bengal,Mustard,Rabi,5.44,28.7,1446.8,60.5,7.9,33.9,23.4,119.8,3.8,9.1,143.3,DAP,7.4,Rain-fed,0,Traditional,0.38,2.07
IND_PUN_0249,2022,Punjab,Maize,Kharif,5.17,34.8,410.3,68.6,8.5,47.8,14.2,162.6,1.8,8.9,138.0,Organic,0.0,Tube well,13,Desi,1.28,6.62
IND_GUJ_0250,2023,Gujarat,Rice,Kharif,2.43,23.8,550.9,63.9,7.4,32.7,14.0,186.7,4.1,6.8,95.5,DAP,10.5,Tube well,23,Traditional,0.81,1.97
IND_PUN_0251,2021,Punjab,Rice,Kharif,7.44,16.0,415.8,67.4,5.5,50.8,20.6,135.6,2.7,8.2,50.8,NPK,15.5,Drip,24,High Yielding Variety,1.14,8.48
IND_MAD_0252,2018,Madhya Pradesh,Rice,Kharif,3.89,24.6,1025.7,64.7,7.0,45.2,5.0,146.5,2.3,7.8,138.8,NPK,4.5,Rain-fed,0,Desi,1.02,3.97
IND_UTT_0253,2023,Uttar Pradesh,Sugarcane,Annual,2.78,24.7,1122.4,51.0,5.0,30.5,11.7,92.9,1.8,7.6,173.1,DAP,9.6,Drip,26,Hybrid,81.11,225.49
IND_UTT_0254,2023,Uttar Pradesh,Potato,Rabi,3.91,21.0,760.9,48.5,5.6,30.3,21.3,146.6,2.5,6.4,144.3,Organic,1.4,Rain-fed,0,Traditional,7.53,29.44
IND_BIH_0255,2022,Bihar,Sugarcane,Annual,1.0,27.4,1120.3,52.5,8.1,41.2,27.8,168.3,1.9,7.2,88.8,DAP,14.7,Rain-fed,0,Hybrid,36.38,36.38
IND_MAD_0256,2022,Madhya Pradesh,Maize,Kharif,4.79,19.9,1195.5,68.9,8.5,30.1,25.7,229.9,2.3,5.5,44.8,Urea,11.6,Drip,17,High Yielding Variety,0.47,2.25
IND_GUJ_0257,2022,Gujarat,Bajra,Kharif,2.26,40.6,713.5,64.4,7.4,50.3,12.4,126.3,2.2,8.4,156.0,Urea,10.3,Tube well,18,Desi,0.45,1.02
IND_MAD_0258,2018,Madhya Pradesh,Cotton,Kharif,0.64,32.3,961.9,67.4,8.5,15.1,15.8,124.3,3.4,6.0,150.3,Urea,14.9,Rain-fed,0,Desi,0.16,0.1
IND_TAM_0259,2021,Tamil Nadu,Groundnut,Kharif,3.57,37.7,822.5,67.1,6.4,50.0,26.2,148.6,2.5,4.7,77.2,Organic,17.6,Sprinkler,24,High Yielding Variety,0.31,1.11
IND_MAH_0260,2019,Maharashtra,Bajra,Kharif,3.38,25.9,931.1,61.8,8.0,35.1,42.9,91.6,3.6,7.0,150.9,Urea,10.2,Canal,21,Traditional,0.33,1.12
